filename,session_root,fixation_type,cell_type,em_filter_nm,position_annotation,acquisition_time,n_px_total,n_px_masked,otsu_thresh,G_cal_mean,S_cal_mean,G_cal_wmean,S_cal_wmean,G_cal_std,S_cal_std,M_wmean,tau_phi_ns,tau_mod_ns
3_KPCWTform20min_740nm_3006mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0023.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,KPCWT,457,colony_edge,2026-05-10 11:23:46.691777,65536,18249,63.10369510702609,0.44390197371794415,0.3396859003869163,0.4472752204675323,0.34160402929132727,0.08248990516040224,0.05892269968572964,0.5628040828497513,1.519421581889587,2.9218856979478454
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:52:24.900548,65536,21023,19.3601993150872,0.5038017566490018,0.31326053066271803,0.5177982618532225,0.3153701096205969,0.15532921887445778,0.11175808184913348,0.6062782744089761,1.2116859872682122,2.609535572474529
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:53:33.720786,65536,15086,18.20654074322995,0.5081083327459673,0.31335609287455646,0.5253965584253213,0.31750229318725803,0.16225209002877825,0.1175571912816848,0.6138804849352515,1.2022361631758487,2.558249384069659
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:54:41.946839,65536,19241,14.133479555142372,0.48937738717588997,0.2982950253271214,0.5039521899580393,0.3018912198438969,0.18189385103785294,0.13546143527539103,0.5874573332441597,1.1917668201372156,2.7405597918571525
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:55:50.347990,65536,17970,15.170288861715681,0.5009001732152409,0.30871739112068414,0.5240071058482434,0.31272438997840757,0.18476005467863285,0.13230792259132296,0.6102294577180123,1.187284292879308,2.5827678185060527
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:56:58.806856,65536,16828,16.062064613318245,0.507637652528998,0.31098707893647043,0.5258038276270771,0.3133832537558575,0.17462911614752555,0.12764580703255696,0.6121100627190287,1.185720113111298,2.570113048622578
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:58:07.124593,65536,20341,15.382095278790507,0.4984539994622019,0.31348919554068455,0.521958735351867,0.3172871422888381,0.1844736991182949,0.1336631197845688,0.6108289875832169,1.209334513788914,2.578727585582789
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 11:59:15.193451,65536,18138,15.423991334435119,0.505090616684286,0.314886904565292,0.5262960283533716,0.3172667741381292,0.18117689947602042,0.13105269482932216,0.6145288564685532,1.1992911940853448,2.5539165687503416
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:00:24.027889,65536,20417,17.437321478219854,0.5043691255009731,0.312226572900166,0.5200358416677093,0.31598067204501395,0.16582230888921215,0.11938033930080331,0.6085072404869654,1.2088081687838041,2.5944049946677534
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:01:32.380382,65536,18404,13.76459414898779,0.4806857614007501,0.299934070736043,0.5000658929111133,0.30430691789283815,0.1871214143434523,0.13973163732485425,0.585379020405094,1.2106392099089207,2.7554033443194457
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:02:42.155692,65536,20277,15.702729075302853,0.499106309422355,0.30772430547173335,0.5182601234324927,0.31075491908292996,0.17793233241984105,0.12899041491100235,0.6042865009864947,1.1928899028205031,2.6231229631486492
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:03:51.160129,65536,18741,12.573982255422177,0.4746378726808606,0.3092514833236462,0.5049505416149306,0.31565983583470314,0.20540920333376883,0.15187341952026948,0.5954965838998604,1.243657028468462,2.683860300637726
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:04:59.200580,65536,16594,13.24342994143731,0.48212010429890106,0.3028605412756464,0.5074381571186304,0.3095924307211943,0.1968864101855658,0.1465634612939432,0.5944248955585636,1.213772678549132,2.6913540434395204
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:06:07.167188,65536,17413,10.196084648443183,0.4733940550252759,0.30830011074976,0.5002658105823857,0.31509620521694753,0.22179484210484185,0.1674325675159356,0.5912288049306902,1.2530618110648575,2.7138198706191403
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:07:16.240293,65536,19166,13.860835965295564,0.4825605209534848,0.30715700676454827,0.5046026136022925,0.31178312324079627,0.18827565904783783,0.13911589000193897,0.5931547130319796,1.229230286833003,2.7002612250914786
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:08:25.695606,65536,11096,15.781742601788544,0.4907654183162302,0.3123769209014787,0.5136943395831317,0.3195989128056068,0.17501496512346643,0.13077080821121825,0.6050002806497495,1.2377435096200897,2.6182464201285014
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:09:33.766142,65536,17366,13.245269107790127,0.4766113126446578,0.3058352939145672,0.4958522924950923,0.3119886430253147,0.1886476402741158,0.139568659537304,0.5858382108990637,1.2517471300816632,2.7521170623832867
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:22:24.885547,65536,20212,21.273511340814792,0.4651014228670301,0.309444331834025,0.48544003891387344,0.3148533754923298,0.15423886682632745,0.11342897859618871,0.5786058066072419,1.2903362681746025,2.804325870069338
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:23:33.740522,65536,15178,17.727720395045925,0.4946168568396915,0.3254302020754805,0.5137910777124595,0.32986795201354996,0.16567484848118225,0.12041899909592667,0.6105686999040684,1.277272937579553,2.580480979749189
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:24:42.068237,65536,17373,15.699495825128322,0.48630825583460974,0.3138433752508803,0.5065485896787819,0.3182578536257352,0.17663451584300632,0.13154198463959396,0.5982303361582584,1.2499371139911977,2.664832817856579
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:25:50.403154,65536,14783,15.939380673727648,0.48377197322100063,0.3173940014172033,0.509906020880348,0.32525856641027073,0.18162212193135543,0.13514047738992926,0.6048117766324448,1.2690208221557107,2.6195334835053194
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:26:59.388704,65536,14629,16.02815763415766,0.48744568184074333,0.32200411999956063,0.5108039341640934,0.32872497285726254,0.18067813595504095,0.13032380197849394,0.6074378708456721,1.280290754651262,2.6016542398401215
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:28:08.033281,65536,18841,15.213014271058974,0.48090651055042155,0.3203597717859058,0.506450726083582,0.32709260037160354,0.18913701803299646,0.13758685837515194,0.6028946070155586,1.2848832452194758,2.6326560421893177
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:29:16.152172,65536,16790,15.33940527886027,0.48678625804615666,0.32323568317892826,0.511641222839263,0.3295984093316193,0.18518138016078056,0.13556253051729025,0.6086146994136685,1.2815918103033948,2.593677527112787
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:30:24.754387,65536,18421,18.116925101808615,0.49630177906157086,0.32333143121352503,0.5138725989019106,0.3277925969249202,0.16245315408079974,0.11794467511460413,0.6095186908545029,1.269035657403494,2.587564918194345
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:31:33.647733,65536,18574,13.959940286182821,0.4648997656644576,0.3088340514181773,0.4896088769214677,0.3151635864527422,0.19157352997947466,0.14201502775029654,0.5822756551548897,1.2806100193157177,2.77771368368497
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:32:43.879770,65536,17848,16.52577441550275,0.49150531502148553,0.31903276591048446,0.5125429669566416,0.32395378225464355,0.17230558187159037,0.12737935051356025,0.6063384747925914,1.2574274037278823,2.6091258877979673
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_edge,2026-05-10 12:33:53.285970,65536,15985,12.74303178695044,0.4582887005081133,0.3134725636452093,0.4902406915852569,0.3247379552855503,0.2080309699438387,0.15719206084516535,0.5880396885321867,1.3178131599532366,2.7364144226900984
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_edge,2026-05-10 12:35:01.376474,65536,15660,13.309051202031531,0.45746075386819207,0.3115789328305884,0.4873930146646836,0.32055218311771877,0.20197906606245916,0.15121531106673497,0.5833572257591947,1.3084272580615028,2.7699182031787464
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_edge,2026-05-10 12:36:09.292729,65536,15308,10.62404699272961,0.451246646019473,0.3134164685195647,0.4837240740438039,0.32468243853170703,0.22431882262176048,0.1693895956635872,0.5825870455995663,1.3353381038973315,2.775467115601906
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_edge,2026-05-10 12:37:18.475386,65536,17895,14.646543116519291,0.45881925423695724,0.3149766021599007,0.48446603542542443,0.3220024236383814,0.1875232381197589,0.1382164175142682,0.5817154805485413,1.322287675043522,2.7817596402963525
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 12:38:27.768321,65536,8810,16.276007817358273,0.47697184119319236,0.32405287491421764,0.5007211511245979,0.3311230685464491,0.17513150643641714,0.1274464396912779,0.6003033880523738,1.3155993363911787,2.650487412192034
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_edge,2026-05-10 12:39:36.268109,65536,16467,13.29442208985318,0.45961014725435057,0.3134173777907066,0.4843669374770138,0.3212248446107934,0.19010040017813712,0.14314148687262548,0.5812028311322045,1.3193644608061197,2.7854674236126606
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:44:08.865625,65536,24483,198.5967316417964,0.42966497764972145,0.3059560513145913,0.4383428395225715,0.3096564235721152,0.061417177515719325,0.04048791715488625,0.536685704691474,1.4053882608570047,3.127810930117717
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:45:17.778293,65536,18620,164.50759712674795,0.44630743510055093,0.32056380926380296,0.45436381642741364,0.3235970576979454,0.05896171697633581,0.03978779739061338,0.5578185488393621,1.416873148801037,2.960028473893481
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:46:26.286773,65536,24909,175.8497025784344,0.38114066053766466,0.27430562900568206,0.395136653499856,0.2807022977489903,0.07704581876470772,0.04932768211671839,0.48469243330242745,1.4132818933748033,3.59017329524357
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:47:34.818393,65536,20425,155.37747389646034,0.41887516748032755,0.3025439449115417,0.4333315588366614,0.30873089799097453,0.0723980481241021,0.04655281395436355,0.5320629730192888,1.4173918186450525,3.1659140620330812
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:48:43.790352,65536,20172,150.25725379993168,0.4351099954667433,0.3141808593609712,0.44564804977875466,0.3187976626863356,0.0659190265558596,0.04421547769385541,0.5479362499469058,1.423158473594307,3.0372216614997463
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:49:52.241415,65536,21906,143.82374855590024,0.4370572214176911,0.31726423398750586,0.4476356627984635,0.3215792611388921,0.06482086279908238,0.04399037189745871,0.5511723031898967,1.429201615833305,3.0117062080041612
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:51:00.424667,65536,20493,143.25915728729842,0.4521300739434351,0.3250690795676702,0.46108625442603557,0.3279278278386996,0.0629200157379586,0.042418471765768906,0.5658066757220513,1.4149016121421074,2.8991635681458607
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:52:09.073783,65536,22252,182.7605410066143,0.43944654038031367,0.3127880631957217,0.44859326718088766,0.31621268892702287,0.060046422987310076,0.03927748664558236,0.5488409459929912,1.402350865277869,3.0300646151135973
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:53:17.773510,65536,23201,164.84986543541757,0.3540239001942926,0.2644825769479621,0.372500167200098,0.2731956496810164,0.0821158179115788,0.05350722455645632,0.4619439766559724,1.4590744483672575,3.81961816360858
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 12:54:27.736579,65536,24700,164.2877659043591,0.4142514343607691,0.29897643941962904,0.4266696479348981,0.3041387372215032,0.06958305136944791,0.044943729624352724,0.5239726709930399,1.4181106990154062,3.2338959426838993
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:55:36.799720,65536,21745,118.07187702296098,0.3885656455896838,0.29574921929158765,0.4068379750639619,0.30499522128674517,0.0812888078341356,0.05471935513361267,0.5084675239992181,1.4914259503295013,3.3690776142016903
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:56:45.291880,65536,19348,141.43900634158072,0.35477647201297585,0.2729045951826971,0.3769139171445495,0.284361379544106,0.08285323580575478,0.056163943280327824,0.47214986509949936,1.5009235902503972,3.7143395690625884
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:57:53.628057,65536,21487,86.73915705457561,0.41115502519347796,0.30609073420580984,0.42666511740261254,0.31404535400951034,0.08000443587043345,0.056724755188454004,0.5297807157524175,1.4643179277793383,3.1849220525680573
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 12:59:02.904846,65536,26629,142.90488981596894,0.38314916397651105,0.2874062050773763,0.39994639997277165,0.29502995127606096,0.07671926835155782,0.05115511389240342,0.49699073935148447,1.4675552495579052,3.4735967155113356
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_deep,2026-05-10 13:00:12.352244,65536,15618,146.96145029582047,0.3957914207100926,0.2975764132900034,0.41228029477039735,0.3063156882154681,0.0744593092570806,0.04973167431384066,0.5136188687177309,1.4781101760283566,3.3234243725012957
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,457,colony_edge,2026-05-10 13:01:20.840077,65536,21100,141.00133306297693,0.3693724545043243,0.28034807290447644,0.38844355562623384,0.29006238245584,0.08075876856214684,0.054152424933968824,0.48479333908739813,1.4855717550273668,3.589196540114178
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 13:13:07.400388,65536,26917,139.83032817329715,0.3692981517369615,0.29839318967628004,0.3745098888878934,0.3021574387350482,0.06981479748053282,0.05135457411725846,0.481203464926996,1.6050927957293797,3.6241594089285947
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 13:14:16.340841,65536,19031,123.66787332653305,0.41735400708858095,0.32657032450643364,0.42153868301192937,0.3298963422690288,0.06333314859556667,0.04613451624431865,0.5352816622283226,1.5569340281211463,3.139328158462047
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 13:15:25.201114,65536,28333,137.53839852597991,0.3134155355987118,0.26000612273410506,0.32471052743517126,0.26707836737023344,0.08517519628625393,0.060940993971994616,0.4204376064820754,1.6363360119411414,4.293285495585561
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,form,BKO,535,colony_deep,2026-05-10 13:16:33.745658,65536,22415,114.10497264871978,0.377290900897081,0.3023361484229365,0.38547757078199485,0.3091931303519466,0.07761435231353805,0.05589395656535768,0.49415923489582153,1.5957353551641311,3.5000043432441075
